Att1,Att2,Att3,Att4,Att5,Att6,Att7,Att8,Att9,Att10,Att11,Att12,Att13,Att14,Att15,Att16,Att17,Att18,Att19,Att20,Att21,Att22,Att23,Att24,Att25,Att26,Att27,Att28,Att29,Att30,Att31,Att32,Att33,Att34,Att35,Att36,Att37,Att38,Att39,Att40,Att41,Att42,Att43,Att44,Att45,Att46,Att47,Att48,Att49,Att50,Att51,Att52,Att53,Att54,Att55,Att56,Att57,Att58,Att59,Att60,Att61,Att62,Att63,Att64,Att65,Att66,Att67,Att68,Att69,Att70,Att71,Att72,Att73,Att74,Att75,Att76,Att77,Att78,Att79,Att80,Att81,Att82,Att83,Att84,Att85,Att86,Att87,Att88,Att89,Att90,Att91,Att92,Att93,Att94,Att95,Att96,Att97,Att98,Att99,Att100,Att101,Att102,Att103
0.109831,0.177819,0.128573,0.055345,0.104391,0.045988,-0.026075,0.083406,0.200458,0.065088,0.139955,0.079914,0.117884,0.055672,0.080961,0.139205,0.001987,0.057624,-0.053132,-0.058052,0.107072,-0.004225,-0.099498,-0.063329,-0.069155,-0.027159,-0.065393,-0.034846,-0.026194,-0.013234,-0.002867,-0.060973,0.039116,0.049496,-0.076447,-0.038852,-0.189726,-0.22196,-0.095806,0.112912,-0.068244,-0.160204,-0.050688,0.029445,-0.205554,-0.177823,-0.040247,0.086332,-0.021935,0.006747,-0.042526,-0.083203,-0.109827,-0.033686,-0.022591,-0.131225,-0.061138,-0.049265,0.026678,0.145561,0.130627,0.035779,0.094578,0.108963,-0.079106,0.020155,0.053356,-0.021412,0.023739,0.072117,0.05762,0.020748,-0.03945,0.044393,-0.077332,0.160497,-0.057253,0.070264,0.120956,-0.088018,-0.022727,0.075976,0.064788,-0.013221,-0.087657,0.017251,-0.091326,-0.15493,-0.036619,0.022607,0.291698,0.182979,0.089882,0.03535,0.290746,-0.157499,-0.005125,-0.023239,-0.062252,-0.056397,0.061288,-0.131874,-0.073596
-0.146756,-0.11159,-0.165122,-0.037362,0.026046,0.052774,0.099808,0.032864,0.054813,-0.106088,-0.104797,-0.091357,-0.006019,0.128037,0.080887,0.111777,0.026992,0.020741,-0.158365,-0.214472,-0.207301,-0.084839,-0.06416,0.065377,0.127629,0.118839,0.138496,0.13958,0.106954,0.109529,0.059252,0.059723,-0.188538,-0.106119,0.047565,0.171403,0.184056,0.077466,-0.083791,0.013553,0.084641,0.136296,0.112221,-0.016391,-0.051316,-0.055622,0.001248,0.031705,-0.019595,-0.092728,-0.087663,-0.102855,-0.094447,0.062678,-0.007712,0.024481,-0.049042,-0.117824,0.078467,-0.014279,-0.001712,0.080151,0.094865,0.044775,0.017855,-0.03315,0.145507,0.138047,0.049348,-0.032237,0.013836,0.067833,0.016163,0.050376,0.072886,0.057707,0.039833,-0.029351,-0.013791,0.081411,-0.089813,-0.155705,-0.123209,0.044886,0.152912,0.345896,0.06194,0.19175,0.04615,-0.083928,-0.09498,-0.032325,-0.117819,0.01801,-0.027742,-0.016095,-0.005644,0.117596,-0.051041,-0.045131,-0.094982,-0.077043,-0.002994
-0.073708,-0.288935,-0.101919,-0.217164,0.004867,-0.053391,0.137495,-0.078953,-0.01849,-0.138871,-0.139268,-0.23999,-0.068423,-0.213682,0.000107,-0.002553,0.062591,-0.081945,0.020765,-0.113671,-0.15573,-0.120423,-0.01214,-0.093528,-0.093721,-0.026199,-0.025674,-0.089785,-0.035798,-0.05627,0.09548,-0.143018,0.015544,0.007403,0.002587,0.000568,0.059733,-0.01813,0.037659,-0.075288,-0.018833,0.080005,0.068625,0.042617,0.113516,0.048349,0.076672,-0.101356,0.210522,0.134365,0.048664,0.008869,0.013638,0.006951,-0.040707,-0.012168,0.035492,-0.030214,-0.156094,-0.126294,-0.046587,0.004512,0.040012,-0.044813,0.095695,0.182068,-0.045022,-0.047091,0.141246,0.163719,-0.160936,-0.042492,0.104894,0.22066,0.30871,0.134067,0.216696,0.130115,0.052189,-0.007884,-0.019294,-0.012797,0.033681,-0.059113,-0.01037,-0.010271,-0.018742,0.006529,0.007266,-0.008202,0.009009,-0.017454,-0.035322,-0.003355,-0.026341,-0.024311,-0.00727,-0.025053,0.000638,-0.02495,-0.030075,0.010377,0.108781
0.125514,-0.00362,-0.028305,-0.006464,0.042133,0.043925,0.007262,0.184101,0.106648,0.045534,0.100469,0.040439,0.086556,0.116471,0.091708,0.042403,0.046994,0.045111,-0.109977,0.037489,0.110033,0.145378,0.132395,0.073612,0.104159,0.008908,-0.004073,0.031134,0.097575,-0.023296,-0.000307,-0.008498,0.106709,0.089645,0.077064,0.050243,0.07031,0.076161,0.066413,0.000679,-0.014727,0.072935,0.071185,-0.055281,0.027026,-0.0037,-0.012127,0.090614,-0.074311,-0.12415,-0.075936,0.019934,0.03391,0.084216,0.071043,0.15583,-0.184444,-0.169376,0.001493,-0.169645,-0.187424,-0.10179,-0.07638,-0.040035,0.056822,-0.052633,-0.141951,-0.11593,0.030894,0.00917,-0.003125,0.01296,0.04959,0.028045,0.024678,-0.067335,-0.042778,-0.184832,0.041282,0.014567,0.117436,-0.150257,0.014157,-0.158874,0.007711,0.023604,0.144625,0.018244,0.051739,-0.166082,-0.160152,-0.140855,0.114557,-0.152149,0.190832,-0.125572,0.196492,0.201877,-0.131321,0.129696,-0.143531,0.214073,-0.059843
0.058319,0.034408,-0.044677,-0.031869,-0.05062,-0.06977,-0.018931,-0.152254,-0.04987,0.002629,-0.077301,-0.049384,0.008383,-0.040479,-0.072631,-0.036751,0.058363,0.073555,0.133096,0.122066,0.039308,-0.117986,-0.178364,-0.064077,-0.038118,0.000642,0.01191,-0.084282,0.053833,-0.007585,-0.050758,0.021097,-0.044038,-0.064233,-0.051303,-0.052628,-0.013778,-0.081878,-0.076473,-0.111263,-0.083999,-0.041566,-0.069443,-0.136634,-0.068532,-0.055494,-0.064382,-0.112067,0.060232,0.165666,0.158031,0.095525,0.08207,-0.199252,-0.07104,-0.096002,0.208772,0.212138,0.063802,-0.014025,0.02564,-0.076996,-0.015421,0.0581,-0.189149,-0.141438,0.005544,0.09141,0.176925,0.033851,0.135628,0.130204,-0.033108,-0.010467,-0.056105,0.019195,-0.051305,-0.078685,0.035549,0.292878,-0.032668,-0.085181,-0.051612,-0.09331,-0.055869,-0.054782,-0.060641,-0.071721,-0.072462,-0.089466,-0.081143,-0.062992,0.154677,-0.06509,0.254646,-0.061987,0.246153,0.219215,-0.054581,-0.077238,-0.070468,-0.038822,-0.022798
0.027677,0.036374,0.033786,0.039009,-0.039997,-0.014483,-0.02428,0.019441,-0.081207,-0.033285,-0.07491,-0.003902,0.084175,-0.019527,0.002866,-0.020551,0.13797,-0.011543,0.101869,0.126217,0.130489,-0.023194,0.035933,0.045171,-0.12867,0.051615,0.050395,0.084976,0.090924,0.1125,0.062075,0.175866,-0.135386,-0.254313,0.001824,-0.00739,-0.11807,-0.623854,-0.05999,0.237523,0.170091,-0.168311,-0.076165,-0.000557,-0.227534,0.011171,-0.209099,0.101092,0.055149,-0.02394,-0.027024,-0.035224,-0.021891,0.058108,-0.016557,-0.004706,0.008345,0.029988,0.038149,0.112789,0.021648,-0.021611,0.015439,-0.043759,0.133856,-0.006515,0.034023,-0.000973,0.025053,0.032738,0.082496,0.091208,0.03366,-0.004681,0.029733,-0.001657,-0.032009,0.001293,0.019311,0.07905,0.04023,-0.040915,-0.023906,-0.058212,-0.003695,-0.00314,0.002905,-0.032962,-0.024558,-0.039115,-0.041547,-0.020191,-0.036647,-0.009358,-0.020267,-0.019739,-0.023589,-0.024286,-0.01374,-0.012319,0.026812,0.019985,0.118296
-0.000642,-0.069065,0.010546,0.02273,-0.063152,-0.025487,0.081819,-0.019762,0.007298,-0.052556,0.034196,-0.066338,-0.004331,-0.016894,0.010658,-0.042908,-0.052562,-0.055274,-0.06875,-0.003992,-0.156561,-0.142273,-0.093663,-0.133064,-0.135976,-0.127068,0.017179,-0.006881,-0.103123,-0.044227,-0.035081,-0.146377,-0.163022,-0.090411,0.00055,0.00686,0.001178,0.082147,0.034195,-0.054727,-0.037562,0.006093,-0.016067,-0.02939,0.018443,0.006527,0.038873,-0.066205,0.077827,0.1728,0.224722,0.22077,0.187748,-0.066488,0.250412,0.132292,0.0693,0.086418,-0.238246,-0.060912,0.00242,-0.101168,-0.065337,-0.003313,0.060152,0.040284,0.005132,-0.059639,-0.057033,0.077798,-0.115299,-0.102539,-0.05956,-0.111799,-0.097001,-0.027216,0.152637,-0.020066,0.031615,-0.102573,-0.142578,0.084561,0.128821,0.071974,-0.069786,0.002881,-0.142639,-0.060382,0.002564,0.389336,0.098086,0.112846,0.064737,0.063544,-0.04031,-0.101462,-0.059369,-0.060716,-0.040673,-0.06489,0.11599,-0.141675,-0.034469
-0.004847,-0.031337,-0.209425,-0.165976,-0.180269,-0.244569,-0.106879,-0.021582,-0.152846,-0.108446,-0.112759,-0.078774,-0.098876,-0.159789,-0.199698,-0.11443,-0.187815,-0.122392,0.042007,-0.077458,-0.043705,0.064538,0.042895,-0.017445,0.13046,0.074671,0.044469,0.01186,-0.141607,0.037669,-0.00467,0.093292,0.182606,0.104242,0.009749,0.064497,0.024975,0.027485,0.06187,-0.043695,-0.009631,0.015746,-0.006918,0.056101,0.065626,0.026749,0.038825,-0.03895,-0.053019,0.090528,0.187395,0.156038,0.21538,-0.199202,0.222061,0.148854,-0.049658,0.023306,-0.119927,0.012184,0.03947,0.039729,-0.083805,-0.092169,0.048557,-0.036371,-0.032491,-0.128507,0.056949,0.020076,0.234338,0.14221,-0.033789,-0.074167,-0.209515,-0.07541,-0.097216,-0.112913,-0.126579,-0.004485,-0.032887,-0.017733,-0.035486,-0.018668,0.042269,0.050213,0.014834,-0.022183,-0.022161,-0.02896,-0.043362,-0.001293,-0.045995,0.023267,-0.03136,0.024928,-0.032642,-0.032819,-0.015132,-0.0172,-0.035672,0.008377,0.120561
0.047744,0.037084,-0.016397,-0.01472,0.006144,-0.012795,0.058345,-0.011836,0.08617,-0.043321,-0.068311,-0.079668,0.059408,-0.075817,-0.025681,-0.027041,-0.071063,-0.046505,0.040707,0.08863,0.032994,-0.037408,-0.061034,-0.037255,-0.064886,-0.126822,0.001498,-0.092729,-0.038627,-0.119009,0.045429,-0.090029,0.131815,0.057227,0.021256,0.009588,-0.2084,-0.02402,-0.096217,0.084497,-0.13966,-0.145757,-0.036076,0.023469,-0.165862,-0.005345,-0.170931,0.121658,-0.02559,-0.056959,-0.10746,-0.17636,-0.136889,0.056997,-0.088274,-0.099863,-0.008,0.031696,0.133735,0.107375,0.137585,0.040034,0.12251,0.144545,-0.008551,0.103362,-0.065763,0.030855,0.049534,0.152179,0.080015,0.159647,0.008239,-0.061614,0.062846,0.104395,-0.022616,0.209079,0.1667,0.257625,0.159275,0.210249,-0.062966,0.02179,-0.098983,-0.081164,-0.102826,-0.10444,-0.114107,-0.085634,-0.084854,-0.08638,0.06683,-0.095706,0.054129,0.070389,0.20766,0.179348,-0.088677,-0.112439,-0.101256,-0.089347,-0.006283
0.039893,-0.050265,-0.149802,-0.058687,-0.0356,4.7e-05,-0.005201,0.062977,0.102337,-0.015818,0.03748,0.022469,0.111377,0.050454,0.050956,0.07156,-0.050728,0.102725,-0.139942,0.050075,0.049721,0.111016,0.182988,0.178812,0.115416,0.050436,0.018235,0.061769,-0.028959,-0.100307,-0.051705,-0.003775,0.268726,0.216988,0.152376,0.099017,0.098361,0.078611,0.084959,0.01024,-0.007598,0.067983,0.090366,-0.006076,0.002269,-0.049356,-0.004844,0.057715,-0.122672,0.00723,-0.049951,-0.036794,-0.070603,-0.102592,-0.043537,-0.00204,-0.184708,-0.069787,0.061938,-0.151623,-0.106136,-0.002488,0.030435,0.057519,0.023878,-0.094448,-0.077126,-0.082132,0.10399,-0.005139,-0.028698,0.038116,0.15604,0.173197,0.135448,-0.099429,-0.073575,-0.107201,-0.126839,0.02693,-0.048391,-0.065455,-0.049994,-0.013553,-0.035607,-0.034562,0.12478,-0.054921,-0.052585,-0.039078,-0.026524,-0.04682,-0.058692,0.091243,-0.034466,0.030199,-0.013564,-0.047547,-0.039774,0.508574,-0.006116,-0.008563,-0.052069
-0.124842,0.020124,-0.116657,-0.163415,-0.112426,-0.150922,-0.196411,-0.073591,-0.109533,-0.110353,-0.117045,-0.106614,-0.24967,-0.080245,-0.135781,0.007228,-0.064294,0.020913,-0.035041,-0.082659,-0.033416,-0.047522,-0.099363,-0.129414,-0.041658,0.007634,0.041272,0.02902,0.056813,0.035788,0.013036,0.014138,-0.185671,-0.142804,-0.195479,0.07245,0.184629,0.187679,-0.057027,-0.128718,0.008186,0.174276,0.18251,0.125488,0.077774,0.054302,0.055697,-0.002889,-0.034403,-0.007119,0.134651,0.139113,0.184202,-0.050173,0.272815,0.19174,-0.004047,-0.041402,-0.000534,-0.005728,-0.049957,-0.041331,-0.098593,0.021025,-0.062953,0.035682,-0.096682,-0.023362,-0.02714,0.033252,-0.048882,-0.026971,-0.056706,-0.014167,0.131499,0.18367,0.076356,0.039582,0.060181,0.081767,-0.046597,-0.139354,-0.091791,-0.050716,0.089836,0.085138,0.056006,0.085108,-0.021623,0.029495,-0.084128,-0.039645,-0.076224,0.030996,-0.048073,0.018599,-0.050535,0.093494,-0.022514,0.014784,-0.039211,-0.065848,0.080961
-0.026038,0.221594,-0.005835,0.090755,0.058091,-0.084075,-0.066782,0.063918,-0.043573,-0.07602,0.035023,-0.15549,-0.044935,-0.012722,0.043578,-0.24522,0.052905,-0.052407,0.13019,-0.035694,0.065594,-0.083427,-0.030225,-0.031813,-0.041541,-0.047024,0.057153,-0.129486,-0.36434,0.028981,-0.059927,-0.116883,0.067208,0.024408,0.005467,-0.002362,0.026256,0.033938,-9.1e-05,-0.101363,0.079552,0.071285,0.042605,0.00488,0.029068,0.001741,-0.048259,-0.135199,-0.100141,-0.056117,-0.04342,0.017943,-0.087475,-0.019336,-0.062629,0.036134,-0.007251,-0.036329,-0.044688,0.019859,0.1026,0.150024,-0.164691,-0.039554,-0.125766,-0.133147,-0.072598,0.040044,0.155732,0.148833,0.261078,0.156615,-0.04106,-0.061155,-0.038013,-0.012907,0.016992,0.051821,0.131039,-0.08125,-0.09743,-0.020309,0.22294,0.196229,-0.023482,-0.008365,-0.094502,-0.056893,-0.051842,0.1943,0.222605,0.046499,-0.06896,-0.003801,-0.077804,-0.07686,-0.046704,-0.063122,0.071844,0.065373,-0.105072,-0.084276,-0.031308
-0.034427,-0.015634,-0.036083,0.020537,0.065052,-0.010606,-0.072327,-0.006752,0.033834,-0.04611,0.150181,-0.01053,-0.077433,0.104939,0.080575,0.101831,-0.047179,-0.077223,-0.001832,-0.059946,-0.048285,-0.082397,-0.077306,-0.094152,-0.09364,-0.064657,-0.074563,-0.063174,-0.080086,-0.068731,-0.013638,-0.103289,0.040752,-0.025473,-0.029489,-0.372845,-0.109242,-0.057257,-0.052657,-0.074755,-0.061407,-0.034595,-0.036291,0.014495,-0.042817,-0.073717,-0.051907,0.000184,0.008702,0.157344,0.217377,0.258117,0.306803,-0.22588,0.246428,0.18563,0.031215,0.050005,-0.027379,0.010115,-0.013442,0.048744,-0.001879,-0.047083,-0.001316,-0.05016,-0.022444,0.022199,-0.081027,-0.115637,-0.076692,-0.020241,0.020379,-0.012843,-0.038265,-0.010152,-0.016478,-0.060918,0.032222,-0.078669,-0.087899,0.200549,0.10919,-0.031359,0.063957,0.007168,-0.058095,-0.102286,-0.047512,-0.081967,-0.102385,-0.056442,0.137518,-0.056904,0.199269,-0.095971,-0.092867,-0.093007,-0.055061,-0.003011,0.056931,0.188389,0.04602
0.057099,0.045268,0.240737,-0.052036,0.26809,-0.017203,0.103646,-0.013074,0.010717,-0.017821,0.475706,-0.0508,0.120744,0.003154,0.069953,0.028439,0.061762,0.113361,0.014927,-0.195077,-0.124629,-0.232048,-0.096211,-0.2627,-0.183495,-0.189534,-0.143957,-0.167903,-0.17951,-0.088515,-0.025131,-0.178637,0.024571,-0.011353,-0.011788,-0.065242,-0.028874,0.000681,0.056084,0.032987,-0.006441,0.046464,0.067528,0.042798,0.061326,0.113987,0.152654,-0.108754,-0.009682,-0.098252,-0.049182,-0.014848,-0.050746,0.098109,0.066416,0.003295,-0.008376,-0.061598,-0.036064,0.068625,0.101576,-0.071911,-0.004178,-0.057491,0.006225,0.013603,0.03692,-0.027529,0.006771,-0.012359,0.016656,0.038331,-0.069596,-0.053519,-0.056441,0.115336,0.059362,0.092483,0.045968,-0.003559,-0.028467,-0.043589,-0.031094,0.01218,-0.014236,-0.012649,-0.004679,-0.034304,-0.03145,-0.044768,-0.0444,0.011983,0.12065,-0.018234,0.009246,-0.025122,-0.00082,-0.011671,-0.020242,-0.017964,-0.030873,0.006473,0.092871
-0.003478,0.044953,0.010358,0.048037,0.002128,0.017641,0.026411,0.14947,0.01341,0.152204,0.083274,0.061079,0.021077,0.0767,-0.004317,-0.009815,0.03873,0.052466,0.020187,-0.01154,-0.007798,0.076267,0.008587,-0.046018,0.018822,-0.066632,-0.079712,-0.060196,-0.010761,-0.107084,-0.075563,-0.076087,-0.09243,0.026625,0.05869,-0.034699,-0.003996,-0.114937,-0.797436,-0.061487,-0.048148,-0.047862,-0.058455,0.044743,-0.175632,-0.077813,-0.084852,0.0641,0.016973,0.012246,0.022095,0.019346,0.03852,0.014216,0.024061,0.047303,0.018251,0.013995,0.023865,0.035247,0.077814,0.064507,0.079896,0.122325,-0.117125,0.036292,-0.044036,0.083605,0.050371,0.083235,0.125392,0.023958,0.035818,0.165728,-0.015604,-0.002626,-0.010763,-0.036157,0.004174,-0.013819,-0.033344,0.010403,0.013355,-0.057272,-0.014024,-0.008946,-0.024867,-0.033229,-0.036674,-0.01935,-0.036243,0.034157,-0.018544,-0.023265,-0.031939,-0.029595,0.025844,0.014847,0.085438,-0.044762,-0.030219,0.009118,0.105203
0.03826,-0.010951,0.006513,-0.063686,-0.016689,-0.240606,-0.027062,-0.11058,-0.060028,-0.14631,-0.001592,0.000893,-0.116633,-0.133443,0.046772,-0.103035,-0.054068,-0.113926,0.15015,-0.011392,-0.172678,-0.138018,-0.220164,-0.237755,-0.198945,-0.230382,-0.051735,-0.157548,-0.17363,0.19464,0.087065,0.015278,-0.011592,0.038308,0.026492,-0.068757,-0.030095,-0.075354,-0.015959,0.099361,-0.017547,-0.000183,-0.032184,0.101585,0.049719,0.040019,0.054107,-0.090674,-0.005848,0.007321,0.041341,0.06997,0.090272,0.084188,-0.022652,0.047632,-0.013383,-0.0414,0.061328,0.087641,0.036551,0.224079,-0.037112,-0.011155,-0.157501,0.098851,0.062013,0.087667,0.083152,0.0648,0.017479,-0.074578,0.017065,-0.022796,-0.079252,0.051479,0.131376,0.034917,0.160196,-0.036108,-0.042921,-0.064938,0.155852,-0.073199,-0.043364,-0.035043,0.099607,0.143349,0.206093,-0.063453,-0.062093,-0.045872,-0.053447,-0.048312,-0.049515,-0.048516,-0.034554,-0.040565,-0.044749,-0.058777,-0.0489,0.249974,0.02449
0.085747,0.017489,0.144577,0.094863,0.107873,-0.11997,0.1128,-0.125534,0.053017,-0.027327,0.039109,0.029002,0.171957,-0.040469,0.062655,-0.126617,0.12241,-0.079878,0.171095,0.035239,-0.071318,-0.11404,-0.134053,-0.119352,-0.221903,-0.080273,0.006094,-0.08305,0.00634,0.005008,0.020312,0.009681,-0.060629,-0.008515,0.023496,0.023202,-0.005451,-0.01863,-0.010781,-0.021416,-0.140451,0.000789,0.042556,0.039549,0.152802,0.240686,0.126395,-0.100169,0.012599,-0.036003,-0.066832,-0.110199,-0.127723,0.204999,-0.065495,-0.055287,0.021239,0.020919,-0.120604,0.030205,0.00485,-0.152395,-0.073841,-0.235874,0.098909,0.013354,0.069545,0.124083,-0.102137,-0.096624,-0.142714,-0.218436,0.044097,-0.089204,-0.018954,0.181836,0.243766,0.284518,0.177204,-0.006066,-0.029499,-0.004488,-0.033274,-0.041405,-0.010557,0.01737,0.010481,-0.040811,-0.031284,-0.042989,-0.049161,0.012665,0.016129,0.008598,-0.014395,-0.012077,0.002394,-0.023504,-0.019003,-0.039934,-0.00109,0.02182,0.129161
-0.056845,-0.147821,-0.081818,-0.09628,0.126017,0.062224,0.242514,0.09746,0.035744,-0.07868,-0.181516,-0.184555,0.017408,0.012142,0.128377,0.019065,0.176119,-0.00706,-0.110189,-0.075479,-0.152145,-0.17952,-0.073104,0.058587,0.06698,0.13609,0.150484,0.034403,0.136012,0.120797,0.075256,-0.07892,0.067703,0.040389,-0.039703,-0.083343,-0.018398,-0.047196,-0.033941,0.207691,-0.109703,-0.064929,-0.145303,0.052293,-0.043736,0.011002,-0.055573,-0.044242,0.106396,0.191798,0.150035,0.073314,-0.01166,-0.064209,0.00345,-0.140649,0.244471,0.207498,-0.149542,-0.106322,-0.090189,-0.179499,0.027345,-0.128718,0.090092,0.018452,0.09548,0.130508,0.058443,-0.183251,0.032505,-0.123708,-0.035655,-0.098112,-0.109803,-0.068753,0.025344,-0.084771,-0.116217,-0.013226,-0.018968,-0.02104,-0.014402,-0.04736,-0.028569,-0.013804,-0.003741,-0.041747,-0.024181,-0.00238,-0.000625,0.009884,-0.037238,0.000522,-0.007117,-0.025083,-0.011406,-0.017818,-0.004101,-0.046161,-0.011562,0.060844,0.137526
-0.091832,-0.023928,-0.056427,-0.066523,0.077253,-0.027791,0.111335,-0.080514,0.04821,-0.124652,-0.1383,-0.087601,0.006852,-0.038557,0.007615,-0.093993,-0.167293,-0.194452,-0.099959,0.293082,-0.136371,0.001795,0.002506,-0.130326,-0.009058,-0.026802,0.066353,-0.026354,-0.047948,0.144421,-0.024319,0.041064,-0.113907,-0.14806,0.004863,0.086097,0.185327,0.199126,0.133403,0.049083,0.055768,0.091869,0.098549,-0.129923,0.110009,0.132099,0.166501,-0.156106,0.103594,-0.106283,-0.071937,-0.149221,-0.114188,0.23421,-0.040866,-0.083677,-0.037522,-0.080839,0.007831,0.108301,0.08707,0.285351,0.27369,-0.040388,-0.048492,-0.111059,-0.065795,-0.132587,0.096443,0.076088,0.039614,0.033667,-0.095774,0.029926,-0.061298,-0.081418,-0.02537,0.021033,-0.003722,0.007206,-0.017106,-0.034768,-0.02195,-0.038635,0.004461,0.007299,-0.005118,-0.031018,-0.019898,-0.035924,-0.036458,-0.013058,-0.033525,0.026004,-0.007457,-0.014054,-0.017701,-0.012961,-0.006043,-0.033113,-0.012791,0.033641,0.133243
0.057704,-0.014392,0.047226,0.084022,0.136117,0.086529,0.095751,0.026488,0.005168,0.075501,0.034142,0.122736,-0.061093,0.153453,-0.00874,0.074702,-0.004983,0.146498,-0.040405,0.010848,0.036312,0.018405,0.080035,0.128523,0.02046,0.094075,0.051457,0.060966,-0.05969,0.00036,0.045591,-0.022878,0.079398,0.10161,0.065996,0.101615,-0.017202,0.090553,-0.038753,-0.010014,0.177346,0.00721,0.000114,0.047587,-0.015061,-0.0632,-0.071054,-0.143891,-0.113069,0.015096,0.056501,0.060884,0.074785,-0.164604,0.107486,0.07895,-0.09036,0.01501,-0.057773,-0.116265,-0.096984,-0.021542,-0.050138,0.051743,-0.114254,-0.166688,-0.107634,-0.128199,-0.071089,-0.157663,0.108525,0.095941,0.03899,0.023905,-0.036521,-0.238889,-0.288712,-0.122013,-0.117047,-0.04353,0.175829,-0.076651,-0.071147,0.168265,-0.053188,-0.066196,0.136401,-0.062231,-0.074191,-0.076362,-0.072431,-0.038743,0.025216,-0.048252,-0.069687,0.074921,-0.069034,-0.006101,-0.065246,0.276678,0.29314,-0.051925,-0.106038
0.089386,-0.032912,0.006652,-0.056563,0.044163,0.051224,0.070881,0.090702,0.105842,0.093941,0.010763,0.090059,0.034009,0.106301,0.034846,-0.019972,0.180754,0.146535,-0.18134,0.053039,0.074817,0.068389,0.156945,0.130218,0.005879,-0.018155,0.008638,0.023801,0.020919,-0.075835,-0.044386,0.054623,0.249905,0.168776,0.081144,0.085388,0.096702,0.046846,0.058061,-0.078634,-0.071076,0.071415,0.053681,-0.161464,0.043233,-0.027343,-0.018672,-0.029893,-0.042575,-0.034266,-0.12023,-0.117243,-0.097475,0.004601,-0.185343,-0.102784,-0.031087,-0.029739,0.066967,-0.175658,-0.042489,0.007238,0.022604,0.176559,0.065341,-0.071313,-0.184408,-0.056678,-0.085845,0.026853,0.159863,0.182603,0.032928,0.074723,-0.025531,-0.044674,-0.14633,-0.086363,-0.128336,0.224679,0.191156,-0.067156,-0.10575,-0.091196,-0.083455,-0.068781,-0.086157,-0.082201,-0.094227,-0.050079,-0.049808,-0.077857,0.116992,-0.0787,0.17202,-0.031224,0.172511,0.16641,-0.046811,-0.079088,-0.065497,-0.038794,0.035347
0.017369,0.028713,0.040975,-0.041905,0.149651,0.001858,0.054127,-0.012444,-0.026454,-0.055796,0.02289,-0.11478,-0.078421,-0.058375,0.043123,-0.022746,0.042024,-0.087558,0.144698,-0.006677,-0.042295,-0.117599,-0.169394,-0.210262,-0.159943,-0.105981,-0.044601,-0.183836,-0.063382,-0.029923,0.058855,-0.140747,0.026836,0.00916,0.038304,-0.025748,-0.031321,-0.02253,-0.013401,-0.039014,0.005094,0.016232,0.01938,0.018381,0.058607,0.061798,0.127481,0.092522,-0.109314,-0.172805,-0.165664,-0.221472,-0.214884,0.129706,-0.026978,-0.023066,-0.014359,-0.067106,-0.064961,0.133793,0.090038,-0.020846,0.05855,-0.008901,0.049128,0.22479,0.158135,0.201758,-0.022179,0.055217,-0.030257,-0.110758,0.063269,0.01187,-0.080758,0.190065,0.256864,0.327936,0.246439,-0.019934,-0.042938,0.0018,0.033731,-0.06999,0.001026,-0.018047,-0.032478,0.034219,-0.027717,0.007988,-0.039478,0.00873,-0.016037,0.002479,-0.037684,-0.040484,-0.043119,-0.024188,0.015781,-0.0526,-0.023228,0.032669,0.141556
-0.111266,-0.015318,-0.147291,-0.076567,-0.112964,0.010874,-0.010715,0.074272,-0.0978,-0.227998,-0.213771,-0.141835,-0.069964,0.027635,-0.178672,-0.122038,0.049871,0.090437,0.277571,0.150103,-0.10143,0.243416,0.032968,0.010171,0.111389,-0.026517,-0.136898,-0.06386,0.168503,-0.032654,0.04837,-0.008453,-0.008753,0.006459,-0.073052,-0.038908,0.03683,-0.026693,-0.025413,-0.092443,-0.097611,0.032244,-0.069607,0.136728,0.06,-0.036259,-0.002124,0.05427,-0.016299,-0.154007,0.032133,0.044678,-0.040037,0.041196,0.149371,0.175324,0.007021,-0.039023,0.07146,0.044944,0.04637,-0.101679,-0.107561,0.02504,-0.016804,0.110798,-0.082117,0.011082,0.013153,0.156241,-0.008181,0.162711,-0.061376,-0.149756,-0.110862,-0.037445,-0.083689,0.060118,-0.046334,-0.076739,-0.092827,-0.005196,0.003667,0.231108,0.114185,-0.048036,-0.089678,-0.08384,0.041419,-0.058593,0.209342,0.046148,0.097606,0.141571,0.006029,-0.085412,-0.076937,-0.078253,-0.086553,-0.016023,-0.012645,-0.078776,0.004794
